0.03333333507180214,74,109,1
0.0333333350718021,55,100,0
0.0333333350718021,59,64,0
0.0333333350718021,54,90,0
0.0333333350718021,49,118,0
0.0333333350718021,74,108,1
0.0666666701436042,64,125,0
0.0666666701436042,54,65,0
0.0666666701436042,49,82,0
0.0666666701436042,54,90,1
0.0666666701436042,52,121,0
0.0666666701436042,56,53,0
0.0666666701436042,48,84,0
0.0666666701436042,54,110,1
0.0666666701436042,63,125,0
0.0666666701436042,66,125,0
0.0833333358168602,66,125,0
0.0833333358168602,49,119,0
0.0833333358168602,46,79,0
0.0833333358168602,79,80,0
0.0833333358168602,50,79,1
0.0833333358168602,55,64,0
0.0833333358168602,49,114,1
0.0833333358168602,71,123,0
0.0833333358168602,49,61,1
0.0833333358168602,61,70,0
0.0833333358168602,63,125,0
0.0833333358168602,65,80,0
0.0833333358168602,68,52,0
0.0833333358168602,65,81,0
0.0833333358168602,70,116,0
0.1000000014901161,63,125,0
0.1111111119389534,60,78,1
0.1111111119389534,60,67,0
0.1111111119389534,56,125,0
0.1111111119389534,70,124,0
0.1111111119389534,74,120,0
0.1111111119389534,59,80,1
0.1111111119389534,64,125,0
0.1111111119389534,65,125,0
0.1111111119389534,58,126,0
0.1111111119389534,61,64,1
0.1111111119389534,52,121,0
0.1111111119389534,79,87,0
0.1111111119389534,54,90,1
0.1111111119389534,69,108,1
0.1111111119389534,66,125,0
0.1111111119389534,67,61,1
0.1111111119389534,59,64,0
0.1111111119389534,69,124,0
0.1111111119389534,55,124,0
0.1111111119389534,67,52,0
0.1111111119389534,52,71,0
0.1111111119389534,68,52,0
0.1111111119389534,66,84,0
0.1111111119389534,68,50,1
0.1111111119389534,46,85,0
0.1111111119389534,47,85,0
0.1111111119389534,57,126,0
0.1111111119389534,74,108,0
0.1111111119389534,48,73,0
0.1111111119389534,50,113,0
0.1111111119389534,69,62,0
0.1111111119389534,44,84,0
0.1111111119389534,51,119,0
0.1111111119389534,59,126,0
0.1111111119389534,53,92,1
0.1111111119389534,55,64,0
0.1111111119389534,74,115,1
0.1111111119389534,77,78,1
0.1222222298383712,70,124,0
0.1222222298383712,55,124,0
0.1222222298383712,59,64,0
0.1222222298383712,61,64,1
0.1222222298383712,67,52,0
0.1333333402872085,61,64,1
0.1333333402872085,70,124,0
0.1666666716337204,69,124,0
0.1666666716337204,80,87,0
0.1666666716337204,63,125,1
0.1666666716337204,68,60,1
0.1666666716337204,55,64,0
0.1666666716337204,69,53,0
0.2000000029802322,68,124,0
0.2000000029802322,61,77,0
0.2000000029802322,52,69,0
0.2000000029802322,49,71,0
0.2000000029802322,55,64,0
0.2000000029802322,66,62,1
0.233333334326744,76,64,0
0.233333334326744,57,83,1
0.233333334326744,67,112,1
0.233333334326744,59,62,1
0.233333334326744,76,77,1
0.233333334326744,66,82,1
0.25,49,71,1
0.25,51,76,1
0.25,49,82,0
0.25,56,52,0
0.25,58,81,1
0.25,45,74,0
0.25,50,105,0
0.25,59,80,1
0.25,56,53,0
0.2666666805744171,59,80,1
0.3000000119209289,50,102,1
0.3000000119209289,48,84,0
0.3000000119209289,67,112,0
0.3000000119209289,61,85,1
0.3000000119209289,71,90,0
0.3000000119209289,76,78,1
0.3666666746139526,59,80,0
0.4000000059604645,64,75,1
0.4000000059604645,74,100,1
0.4000000059604645,74,99,1
0.4000000059604645,46,75,1
