0.03333333507180214,74,85,0
0.0333333350718021,30,56,0
0.0666666701436042,30,56,1
0.0666666701436042,56,121,0
0.0666666701436042,54,89,0
0.0666666701436042,60,92,1
0.0666666701436042,61,74,0
0.0666666701436042,60,93,1
0.0666666701436042,59,90,0
0.0666666701436042,57,122,0
0.0666666701436042,71,75,0
0.1000000089406967,53,33,1
0.1000000089406967,62,69,0
0.1000000089406967,45,127,0
0.1000000089406967,48,72,1
0.1000000089406967,51,33,0
0.1000000089406967,57,122,1
0.1000000089406967,60,19,0
0.1000000089406967,65,33,0
0.1333333402872085,65,121,0
0.1333333402872085,55,20,0
0.1333333402872085,61,127,1
0.1333333402872085,73,67,0
0.1333333402872085,68,34,1
0.1333333402872085,70,110,1
0.1333333402872085,53,32,1
0.1333333402872085,48,124,0
0.1333333402872085,71,73,0
0.1333333402872085,45,89,0
0.1333333402872085,64,127,1
0.1333333402872085,40,53,1
0.1333333402872085,33,55,1
0.1333333402872085,36,54,1
0.1333333402872085,47,111,0
0.1666666716337204,44,105,0
0.1666666716337204,67,88,1
0.1666666716337204,29,59,0
0.1666666716337204,63,119,1
0.1666666716337204,29,55,1
0.1666666716337204,30,55,1
0.1666666716337204,44,104,0
0.1666666716337204,33,55,1
0.1666666716337204,62,69,1
0.1666666716337204,31,57,0
0.1666666716337204,26,55,0
0.1666666716337204,41,58,1
0.1666666716337204,36,56,1
0.1666666716337204,66,95,0
0.1666666716337204,39,53,1
0.1666666716337204,32,55,1
0.2000000029802322,32,62,0
0.2000000029802322,48,76,0
0.2000000029802322,44,99,0
0.2000000029802322,25,52,1
0.2000000029802322,62,69,0
0.2000000029802322,28,54,1
0.2000000029802322,48,77,0
0.2000000029802322,65,123,0
0.2000000029802322,53,34,1
0.233333334326744,66,95,1
0.233333334326744,45,90,0
0.233333334326744,33,61,0
0.233333334326744,38,53,1
0.233333334326744,51,123,1
0.233333334326744,55,19,0
0.233333334326744,65,120,0
0.233333334326744,25,54,0
0.233333334326744,53,34,0
0.233333334326744,63,19,0
0.233333334326744,51,124,1
0.233333334326744,59,124,0
0.233333334326744,44,100,0
0.233333334326744,73,71,0
0.233333334326744,45,102,0
0.2666666805744171,28,58,0
0.2666666805744171,27,57,0
0.2666666805744171,27,56,0
0.2666666805744171,31,61,0
0.2666666805744171,57,120,0
0.2666666805744171,34,59,0
0.2666666805744171,27,53,1
0.2666666805744171,45,55,1
0.2666666805744171,66,108,0
0.2666666805744171,40,53,1
0.2666666805744171,30,56,0
0.2666666805744171,44,73,1
0.3000000119209289,75,91,0
0.3000000119209289,54,89,0
0.3000000119209289,47,109,1
0.3000000119209289,66,34,1
0.3000000119209289,34,63,0
0.3000000119209289,49,76,0
0.3000000119209289,44,105,1
0.3000000119209289,50,58,1
